company_id,metric_type,period_years,value_pct,manual_review_flag
C063,stock_price_cagr,10,15,false
C063,stock_price_cagr,5,14,false
C063,stock_price_cagr,3,13.6,false
C063,roe,10,18,false
C063,roe,5,17,false
C063,roe,3,16.6,false
C064,compounded_sales_growth,10,14.8,false
C064,compounded_sales_growth,5,13.8,false
C064,compounded_sales_growth,3,13.4,false
C064,compounded_profit_growth,10,16.8,false
C064,compounded_profit_growth,5,15.8,false
C064,compounded_profit_growth,3,15.4,false
C064,stock_price_cagr,10,15.8,false
C064,stock_price_cagr,5,14.8,false
C064,stock_price_cagr,3,14.4,false
C064,roe,10,18.8,false
C064,roe,5,17.8,false
C064,roe,3,17.4,false
C065,compounded_sales_growth,10,15.6,false
C065,compounded_sales_growth,5,14.6,false
C065,compounded_sales_growth,3,14.2,false
C065,compounded_profit_growth,10,17.6,false
C065,compounded_profit_growth,5,16.6,false
C065,compounded_profit_growth,3,16.2,false
C065,stock_price_cagr,10,16.6,false
C065,stock_price_cagr,5,15.6,false
C065,stock_price_cagr,3,15.2,false
C065,roe,10,19.6,false
C065,roe,5,18.6,false
C065,roe,3,18.2,false
C066,compounded_sales_growth,10,16.4,false
C066,compounded_sales_growth,5,15.4,false
C066,compounded_sales_growth,3,15,false
C066,compounded_profit_growth,10,18.4,false
C066,compounded_profit_growth,5,17.4,false
C066,compounded_profit_growth,3,17,false
C066,stock_price_cagr,10,17.4,false
C066,stock_price_cagr,5,16.4,false
C066,stock_price_cagr,3,16,false
C066,roe,10,20.4,false
C066,roe,5,19.4,false
C066,roe,3,19,false
C067,compounded_sales_growth,10,17.2,false
C067,compounded_sales_growth,5,16.2,false
C067,compounded_sales_growth,3,15.8,false
C067,compounded_profit_growth,10,19.2,false
C067,compounded_profit_growth,5,18.2,false
C067,compounded_profit_growth,3,17.8,false
C067,stock_price_cagr,10,18.2,false
C067,stock_price_cagr,5,17.2,false
C067,stock_price_cagr,3,16.8,false
C067,roe,10,21.2,false
C067,roe,5,20.2,false
C067,roe,3,19.8,false
C068,compounded_sales_growth,10,18,false
C068,compounded_sales_growth,5,17,false
C068,compounded_sales_growth,3,16.6,false
C068,compounded_profit_growth,10,20,false
C068,compounded_profit_growth,5,19,false
C068,compounded_profit_growth,3,18.6,false
C068,stock_price_cagr,10,19,false
C068,stock_price_cagr,5,18,false
C068,stock_price_cagr,3,17.6,false
C068,roe,10,22,false
C068,roe,5,21,false
C068,roe,3,20.6,false
C069,compounded_sales_growth,10,18.8,false
C069,compounded_sales_growth,5,17.8,false
C069,compounded_sales_growth,3,17.4,false
C069,compounded_profit_growth,10,20.8,false
C069,compounded_profit_growth,5,19.8,false
C069,compounded_profit_growth,3,19.4,false
C069,stock_price_cagr,10,19.8,false
C069,stock_price_cagr,5,18.8,false
C069,stock_price_cagr,3,18.4,false
C069,roe,10,22.8,false
C069,roe,5,21.8,false
C069,roe,3,21.4,false
C070,compounded_sales_growth,10,19.6,false
C070,compounded_sales_growth,5,18.6,false
C070,compounded_sales_growth,3,18.2,false
C070,compounded_profit_growth,10,21.6,false
C070,compounded_profit_growth,5,20.6,false
C070,compounded_profit_growth,3,20.2,false
C070,stock_price_cagr,10,20.6,false
C070,stock_price_cagr,5,19.6,false
C070,stock_price_cagr,3,19.2,false
C070,roe,10,23.6,false
C070,roe,5,22.6,false
C070,roe,3,22.2,false
C071,compounded_sales_growth,10,20.4,false
C071,compounded_sales_growth,5,19.4,false
C071,compounded_sales_growth,3,19,false
C071,compounded_profit_growth,10,22.4,false
C071,compounded_profit_growth,5,21.4,false
C071,compounded_profit_growth,3,21,false
C071,stock_price_cagr,10,21.4,false
C071,stock_price_cagr,5,20.4,false
C071,stock_price_cagr,3,20,false
C071,roe,10,24.4,false
C071,roe,5,23.4,false
C071,roe,3,23,false
C072,compounded_sales_growth,10,14,false
C072,compounded_sales_growth,5,13,false
C072,compounded_sales_growth,3,12.6,false
C072,compounded_profit_growth,10,16,false
C072,compounded_profit_growth,5,15,false
C072,compounded_profit_growth,3,14.6,false
C072,stock_price_cagr,10,15,false
C072,stock_price_cagr,5,14,false
C072,stock_price_cagr,3,13.6,false
C072,roe,10,18,false
C072,roe,5,17,false
C072,roe,3,16.6,false
C073,compounded_sales_growth,10,14.8,false
C073,compounded_sales_growth,5,13.8,false
C073,compounded_sales_growth,3,13.4,false
C073,compounded_profit_growth,10,16.8,false
C073,compounded_profit_growth,5,15.8,false
C073,compounded_profit_growth,3,15.4,false
C073,stock_price_cagr,10,15.8,false
C073,stock_price_cagr,5,14.8,false
C073,stock_price_cagr,3,14.4,false
C073,roe,10,18.8,false
C073,roe,5,17.8,false
C073,roe,3,17.4,false
C074,compounded_sales_growth,10,15.6,false
C074,compounded_sales_growth,5,14.6,false
C074,compounded_sales_growth,3,14.2,false
C074,compounded_profit_growth,10,17.6,false
C074,compounded_profit_growth,5,16.6,false
C074,compounded_profit_growth,3,16.2,false
C074,stock_price_cagr,10,16.6,false
C074,stock_price_cagr,5,15.6,false
C074,stock_price_cagr,3,15.2,false
C074,roe,10,19.6,false
C074,roe,5,18.6,false
C074,roe,3,18.2,false
C075,compounded_sales_growth,10,16.4,false
C075,compounded_sales_growth,5,15.4,false
C075,compounded_sales_growth,3,15,false
C075,compounded_profit_growth,10,18.4,false
C075,compounded_profit_growth,5,17.4,false
C075,compounded_profit_growth,3,17,false
C075,stock_price_cagr,10,17.4,false
C075,stock_price_cagr,5,16.4,false
C075,stock_price_cagr,3,16,false
C075,roe,10,20.4,false
C075,roe,5,19.4,false
C075,roe,3,19,false
C076,compounded_sales_growth,10,17.2,false
C076,compounded_sales_growth,5,16.2,false
C076,compounded_sales_growth,3,15.8,false
C076,compounded_profit_growth,10,19.2,false
C076,compounded_profit_growth,5,18.2,false
C076,compounded_profit_growth,3,17.8,false
C076,stock_price_cagr,10,18.2,false
C076,stock_price_cagr,5,17.2,false
C076,stock_price_cagr,3,16.8,false
C076,roe,10,21.2,false
C076,roe,5,20.2,false
C076,roe,3,19.8,false
C077,compounded_sales_growth,10,18,false
C077,compounded_sales_growth,5,17,false
C077,compounded_sales_growth,3,16.6,false
C077,compounded_profit_growth,10,20,false
C077,compounded_profit_growth,5,19,false
C077,compounded_profit_growth,3,18.6,false
C077,stock_price_cagr,10,19,false
C077,stock_price_cagr,5,18,false
C077,stock_price_cagr,3,17.6,false
C077,roe,10,22,false
C077,roe,5,21,false
C077,roe,3,20.6,false
C078,compounded_sales_growth,10,18.8,false
C078,compounded_sales_growth,5,17.8,false
C078,compounded_sales_growth,3,17.4,false
C078,compounded_profit_growth,10,20.8,false
C078,compounded_profit_growth,5,19.8,false
C078,compounded_profit_growth,3,19.4,false
C078,stock_price_cagr,10,19.8,false
C078,stock_price_cagr,5,18.8,false
C078,stock_price_cagr,3,18.4,false
C078,roe,10,22.8,false
C078,roe,5,21.8,false
C078,roe,3,21.4,false
C079,compounded_sales_growth,10,19.6,false
C079,compounded_sales_growth,5,18.6,false
C079,compounded_sales_growth,3,18.2,false
C079,compounded_profit_growth,10,21.6,false
C079,compounded_profit_growth,5,20.6,false
C079,compounded_profit_growth,3,20.2,false
C079,stock_price_cagr,10,20.6,false
C079,stock_price_cagr,5,19.6,false
C079,stock_price_cagr,3,19.2,false
C079,roe,10,23.6,false
C079,roe,5,22.6,false
C079,roe,3,22.2,false
C080,compounded_sales_growth,10,20.4,false
C080,compounded_sales_growth,5,19.4,false
C080,compounded_sales_growth,3,19,false
C080,compounded_profit_growth,10,22.4,false
C080,compounded_profit_growth,5,21.4,false
C080,compounded_profit_growth,3,21,false
C080,stock_price_cagr,10,21.4,false
C080,stock_price_cagr,5,20.4,false
C080,stock_price_cagr,3,20,false
C080,roe,10,24.4,false
C080,roe,5,23.4,false
C080,roe,3,23,false
C081,compounded_sales_growth,10,14,false
C081,compounded_sales_growth,5,13,false
C081,compounded_sales_growth,3,12.6,false
C081,compounded_profit_growth,10,16,false
C081,compounded_profit_growth,5,15,false
C081,compounded_profit_growth,3,14.6,false
C081,stock_price_cagr,10,15,false
C081,stock_price_cagr,5,14,false
C081,stock_price_cagr,3,13.6,false
C081,roe,10,18,false
C081,roe,5,17,false
C081,roe,3,16.6,false
C082,compounded_sales_growth,10,14.8,false
C082,compounded_sales_growth,5,13.8,false
C082,compounded_sales_growth,3,13.4,false
C082,compounded_profit_growth,10,16.8,false
C082,compounded_profit_growth,5,15.8,false
C082,compounded_profit_growth,3,15.4,false
C082,stock_price_cagr,10,15.8,false
C082,stock_price_cagr,5,14.8,false
C082,stock_price_cagr,3,14.4,false
C082,roe,10,18.8,false
C082,roe,5,17.8,false
C082,roe,3,17.4,false
C083,compounded_sales_growth,10,15.6,false
C083,compounded_sales_growth,5,14.6,false
C083,compounded_sales_growth,3,14.2,false
C083,compounded_profit_growth,10,17.6,false
C083,compounded_profit_growth,5,16.6,false
C083,compounded_profit_growth,3,16.2,false
C083,stock_price_cagr,10,16.6,false
C083,stock_price_cagr,5,15.6,false
C083,stock_price_cagr,3,15.2,false
C083,roe,10,19.6,false
C083,roe,5,18.6,false
C083,roe,3,18.2,false
C084,compounded_sales_growth,10,16.4,false
C084,compounded_sales_growth,5,15.4,false
C084,compounded_sales_growth,3,15,false
C084,compounded_profit_growth,10,18.4,false
C084,compounded_profit_growth,5,17.4,false
C084,compounded_profit_growth,3,17,false
C084,stock_price_cagr,10,17.4,false
C084,stock_price_cagr,5,16.4,false
C084,stock_price_cagr,3,16,false
C084,roe,10,20.4,false
C084,roe,5,19.4,false
C084,roe,3,19,false
C085,compounded_sales_growth,10,17.2,false
C085,compounded_sales_growth,5,16.2,false
C085,compounded_sales_growth,3,15.8,false
C085,compounded_profit_growth,10,19.2,false
C085,compounded_profit_growth,5,18.2,false
C085,compounded_profit_growth,3,17.8,false
C085,stock_price_cagr,10,18.2,false
C085,stock_price_cagr,5,17.2,false
C085,stock_price_cagr,3,16.8,false
C085,roe,10,21.2,false
C085,roe,5,20.2,false
C085,roe,3,19.8,false
C086,compounded_sales_growth,10,18,false
C086,compounded_sales_growth,5,17,false
C086,compounded_sales_growth,3,16.6,false
C086,compounded_profit_growth,10,20,false
C086,compounded_profit_growth,5,19,false
C086,compounded_profit_growth,3,18.6,false
C086,stock_price_cagr,10,19,false
C086,stock_price_cagr,5,18,false
C086,stock_price_cagr,3,17.6,false
C086,roe,10,22,false
C086,roe,5,21,false
C086,roe,3,20.6,false
C087,compounded_sales_growth,10,18.8,false
C087,compounded_sales_growth,5,17.8,false
C087,compounded_sales_growth,3,17.4,false
C087,compounded_profit_growth,10,20.8,false
C087,compounded_profit_growth,5,19.8,false
C087,compounded_profit_growth,3,19.4,false
C087,stock_price_cagr,10,19.8,false
C087,stock_price_cagr,5,18.8,false
C087,stock_price_cagr,3,18.4,false
C087,roe,10,22.8,false
C087,roe,5,21.8,false
C087,roe,3,21.4,false
C088,compounded_sales_growth,10,19.6,false
C088,compounded_sales_growth,5,18.6,false
C088,compounded_sales_growth,3,18.2,false
C088,compounded_profit_growth,10,21.6,false
C088,compounded_profit_growth,5,20.6,false
C088,compounded_profit_growth,3,20.2,false
C088,stock_price_cagr,10,20.6,false
C088,stock_price_cagr,5,19.6,false
C088,stock_price_cagr,3,19.2,false
C088,roe,10,23.6,false
C088,roe,5,22.6,false
C088,roe,3,22.2,false
C089,compounded_sales_growth,10,20.4,false
C089,compounded_sales_growth,5,19.4,false
C089,compounded_sales_growth,3,19,false
C089,compounded_profit_growth,10,22.4,false
C089,compounded_profit_growth,5,21.4,false
C089,compounded_profit_growth,3,21,false
C089,stock_price_cagr,10,21.4,false
C089,stock_price_cagr,5,20.4,false
C089,stock_price_cagr,3,20,false
C089,roe,10,24.4,false
C089,roe,5,23.4,false
C089,roe,3,23,false
C090,compounded_sales_growth,10,14,false
C090,compounded_sales_growth,5,13,false
C090,compounded_sales_growth,3,12.6,false
C090,compounded_profit_growth,10,16,false
C090,compounded_profit_growth,5,15,false
C090,compounded_profit_growth,3,14.6,false
C090,stock_price_cagr,10,15,false
C090,stock_price_cagr,5,14,false
C090,stock_price_cagr,3,13.6,false
C090,roe,10,18,false
C090,roe,5,17,false
C090,roe,3,16.6,false
C091,compounded_sales_growth,10,14.8,false
C091,compounded_sales_growth,5,13.8,false
C091,compounded_sales_growth,3,13.4,false
C091,compounded_profit_growth,10,16.8,false
C091,compounded_profit_growth,5,15.8,false
C091,compounded_profit_growth,3,15.4,false
C091,stock_price_cagr,10,15.8,false
C091,stock_price_cagr,5,14.8,false
C091,stock_price_cagr,3,14.4,false
C091,roe,10,18.8,false
C091,roe,5,17.8,false
C091,roe,3,17.4,false
C092,compounded_sales_growth,10,15.6,false
C092,compounded_sales_growth,5,14.6,false
C092,compounded_sales_growth,3,14.2,false
C092,compounded_profit_growth,10,17.6,false
C092,compounded_profit_growth,5,16.6,false
C092,compounded_profit_growth,3,16.2,false
C092,stock_price_cagr,10,16.6,false
C092,stock_price_cagr,5,15.6,false
C092,stock_price_cagr,3,15.2,false
C092,roe,10,19.6,false
C092,roe,5,18.6,false
C092,roe,3,18.2,false
