company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
C067,2015,1,-1,-1,Dividend Distributor
C067,2016,1,-1,-1,Dividend Distributor
C067,2017,1,-1,-1,Dividend Distributor
C067,2018,1,-1,-1,Dividend Distributor
C067,2019,1,-1,-1,Dividend Distributor
C067,2020,1,-1,-1,Dividend Distributor
C067,2021,1,-1,-1,Dividend Distributor
C067,2022,1,-1,-1,Dividend Distributor
C067,2023,1,-1,-1,Dividend Distributor
C067,2024,1,-1,-1,Dividend Distributor
C068,2015,1,-1,-1,Debt Reducer
C068,2016,1,-1,-1,Debt Reducer
C068,2017,1,-1,-1,Debt Reducer
C068,2018,1,-1,-1,Debt Reducer
C068,2019,1,-1,-1,Debt Reducer
C068,2020,1,-1,-1,Debt Reducer
C068,2021,1,-1,-1,Debt Reducer
C068,2022,1,-1,-1,Debt Reducer
C068,2023,1,-1,-1,Debt Reducer
C068,2024,1,-1,-1,Debt Reducer
C069,2015,1,-1,1,Acquisition Led
C069,2016,1,-1,1,Acquisition Led
C069,2017,1,-1,1,Acquisition Led
C069,2018,1,-1,1,Acquisition Led
C069,2019,1,-1,1,Acquisition Led
C069,2020,1,-1,1,Acquisition Led
C069,2021,1,-1,1,Acquisition Led
C069,2022,1,-1,1,Acquisition Led
C069,2023,1,-1,1,Acquisition Led
C069,2024,1,-1,1,Acquisition Led
C070,2015,1,-1,1,Capex Heavy
C070,2016,1,-1,1,Capex Heavy
C070,2017,1,-1,1,Capex Heavy
C070,2018,1,-1,1,Capex Heavy
C070,2019,1,-1,1,Capex Heavy
C070,2020,1,-1,1,Capex Heavy
C070,2021,1,-1,1,Capex Heavy
C070,2022,1,-1,1,Capex Heavy
C070,2023,1,-1,1,Capex Heavy
C070,2024,1,-1,1,Capex Heavy
C071,2015,1,-1,1,Working Capital Builder
C071,2016,1,-1,1,Working Capital Builder
C071,2017,1,-1,1,Working Capital Builder
C071,2018,1,-1,1,Working Capital Builder
C071,2019,1,-1,1,Working Capital Builder
C071,2020,1,-1,1,Working Capital Builder
C071,2021,1,-1,1,Working Capital Builder
C071,2022,1,-1,1,Working Capital Builder
C071,2023,1,-1,1,Working Capital Builder
C071,2024,1,-1,1,Working Capital Builder
C072,2015,1,-1,1,Turnaround
C072,2016,1,-1,1,Turnaround
C072,2017,1,-1,1,Turnaround
C072,2018,1,-1,1,Turnaround
C072,2019,1,-1,1,Turnaround
C072,2020,1,-1,1,Turnaround
C072,2021,1,-1,1,Turnaround
C072,2022,1,-1,1,Turnaround
C072,2023,1,-1,1,Turnaround
C072,2024,1,-1,1,Turnaround
C073,2015,1,-1,1,Reinvestor
C073,2016,1,-1,1,Reinvestor
C073,2017,1,-1,1,Reinvestor
C073,2018,1,-1,1,Reinvestor
C073,2019,1,-1,1,Reinvestor
C073,2020,1,-1,1,Reinvestor
C073,2021,1,-1,1,Reinvestor
C073,2022,1,-1,1,Reinvestor
C073,2023,1,-1,1,Reinvestor
C073,2024,1,-1,1,Reinvestor
C074,2015,1,-1,1,Cash Compounder
C074,2016,1,-1,1,Cash Compounder
C074,2017,1,-1,1,Cash Compounder
C074,2018,1,-1,1,Cash Compounder
C074,2019,1,-1,1,Cash Compounder
C074,2020,1,-1,1,Cash Compounder
C074,2021,1,-1,1,Cash Compounder
C074,2022,1,-1,1,Cash Compounder
C074,2023,1,-1,1,Cash Compounder
C074,2024,1,-1,1,Cash Compounder
C075,2015,1,-1,-1,Dividend Distributor
C075,2016,1,-1,-1,Dividend Distributor
C075,2017,1,-1,-1,Dividend Distributor
C075,2018,1,-1,-1,Dividend Distributor
C075,2019,1,-1,-1,Dividend Distributor
C075,2020,1,-1,-1,Dividend Distributor
C075,2021,1,-1,-1,Dividend Distributor
C075,2022,1,-1,-1,Dividend Distributor
C075,2023,1,-1,-1,Dividend Distributor
C075,2024,1,-1,-1,Dividend Distributor
C076,2015,1,-1,-1,Debt Reducer
C076,2016,1,-1,-1,Debt Reducer
C076,2017,1,-1,-1,Debt Reducer
C076,2018,1,-1,-1,Debt Reducer
C076,2019,1,-1,-1,Debt Reducer
C076,2020,1,-1,-1,Debt Reducer
C076,2021,1,-1,-1,Debt Reducer
C076,2022,1,-1,-1,Debt Reducer
C076,2023,1,-1,-1,Debt Reducer
C076,2024,1,-1,-1,Debt Reducer
C077,2015,1,-1,1,Acquisition Led
C077,2016,1,-1,1,Acquisition Led
C077,2017,1,-1,1,Acquisition Led
C077,2018,1,-1,1,Acquisition Led
C077,2019,1,-1,1,Acquisition Led
C077,2020,1,-1,1,Acquisition Led
C077,2021,1,-1,1,Acquisition Led
C077,2022,1,-1,1,Acquisition Led
C077,2023,1,-1,1,Acquisition Led
C077,2024,1,-1,1,Acquisition Led
C078,2015,1,-1,1,Capex Heavy
C078,2016,1,-1,1,Capex Heavy
C078,2017,1,-1,1,Capex Heavy
C078,2018,1,-1,1,Capex Heavy
C078,2019,1,-1,1,Capex Heavy
C078,2020,1,-1,1,Capex Heavy
C078,2021,1,-1,1,Capex Heavy
C078,2022,1,-1,1,Capex Heavy
C078,2023,1,-1,1,Capex Heavy
C078,2024,1,-1,1,Capex Heavy
C079,2015,1,-1,1,Working Capital Builder
C079,2016,1,-1,1,Working Capital Builder
C079,2017,1,-1,1,Working Capital Builder
C079,2018,1,-1,1,Working Capital Builder
C079,2019,1,-1,1,Working Capital Builder
C079,2020,1,-1,1,Working Capital Builder
C079,2021,1,-1,1,Working Capital Builder
C079,2022,1,-1,1,Working Capital Builder
C079,2023,1,-1,1,Working Capital Builder
C079,2024,1,-1,1,Working Capital Builder
C080,2015,1,-1,1,Turnaround
C080,2016,1,-1,1,Turnaround
C080,2017,1,-1,1,Turnaround
C080,2018,1,-1,1,Turnaround
C080,2019,1,-1,1,Turnaround
C080,2020,1,-1,1,Turnaround
C080,2021,1,-1,1,Turnaround
C080,2022,1,-1,1,Turnaround
C080,2023,1,-1,1,Turnaround
C080,2024,1,-1,1,Turnaround
C081,2015,1,-1,1,Reinvestor
C081,2016,1,-1,1,Reinvestor
C081,2017,1,-1,1,Reinvestor
C081,2018,1,-1,1,Reinvestor
C081,2019,1,-1,1,Reinvestor
C081,2020,1,-1,1,Reinvestor
C081,2021,1,-1,1,Reinvestor
C081,2022,1,-1,1,Reinvestor
C081,2023,1,-1,1,Reinvestor
C081,2024,1,-1,1,Reinvestor
C082,2015,1,-1,1,Cash Compounder
C082,2016,1,-1,1,Cash Compounder
C082,2017,1,-1,1,Cash Compounder
C082,2018,1,-1,1,Cash Compounder
C082,2019,1,-1,1,Cash Compounder
C082,2020,1,-1,1,Cash Compounder
C082,2021,1,-1,1,Cash Compounder
C082,2022,1,-1,1,Cash Compounder
C082,2023,1,-1,1,Cash Compounder
C082,2024,1,-1,1,Cash Compounder
C083,2015,1,-1,-1,Dividend Distributor
C083,2016,1,-1,-1,Dividend Distributor
C083,2017,1,-1,-1,Dividend Distributor
C083,2018,1,-1,-1,Dividend Distributor
C083,2019,1,-1,-1,Dividend Distributor
C083,2020,1,-1,-1,Dividend Distributor
C083,2021,1,-1,-1,Dividend Distributor
C083,2022,1,-1,-1,Dividend Distributor
C083,2023,1,-1,-1,Dividend Distributor
C083,2024,1,-1,-1,Dividend Distributor
C084,2015,1,-1,-1,Debt Reducer
C084,2016,1,-1,-1,Debt Reducer
C084,2017,1,-1,-1,Debt Reducer
C084,2018,1,-1,-1,Debt Reducer
C084,2019,1,-1,-1,Debt Reducer
C084,2020,1,-1,-1,Debt Reducer
C084,2021,1,-1,-1,Debt Reducer
C084,2022,1,-1,-1,Debt Reducer
C084,2023,1,-1,-1,Debt Reducer
C084,2024,1,-1,-1,Debt Reducer
C085,2015,1,-1,1,Acquisition Led
C085,2016,1,-1,1,Acquisition Led
C085,2017,1,-1,1,Acquisition Led
C085,2018,1,-1,1,Acquisition Led
C085,2019,1,-1,1,Acquisition Led
C085,2020,1,-1,1,Acquisition Led
C085,2021,1,-1,1,Acquisition Led
C085,2022,1,-1,1,Acquisition Led
C085,2023,1,-1,1,Acquisition Led
C085,2024,1,-1,1,Acquisition Led
C086,2015,1,-1,1,Capex Heavy
C086,2016,1,-1,1,Capex Heavy
C086,2017,1,-1,1,Capex Heavy
C086,2018,1,-1,1,Capex Heavy
C086,2019,1,-1,1,Capex Heavy
C086,2020,1,-1,1,Capex Heavy
C086,2021,1,-1,1,Capex Heavy
C086,2022,1,-1,1,Capex Heavy
C086,2023,1,-1,1,Capex Heavy
C086,2024,1,-1,1,Capex Heavy
C087,2015,1,-1,1,Working Capital Builder
C087,2016,1,-1,1,Working Capital Builder
C087,2017,1,-1,1,Working Capital Builder
C087,2018,1,-1,1,Working Capital Builder
C087,2019,1,-1,1,Working Capital Builder
C087,2020,1,-1,1,Working Capital Builder
C087,2021,1,-1,1,Working Capital Builder
C087,2022,1,-1,1,Working Capital Builder
C087,2023,1,-1,1,Working Capital Builder
C087,2024,1,-1,1,Working Capital Builder
C088,2015,1,-1,1,Turnaround
C088,2016,1,-1,1,Turnaround
C088,2017,1,-1,1,Turnaround
C088,2018,1,-1,1,Turnaround
C088,2019,1,-1,1,Turnaround
C088,2020,1,-1,1,Turnaround
C088,2021,1,-1,1,Turnaround
C088,2022,1,-1,1,Turnaround
C088,2023,1,-1,1,Turnaround
C088,2024,1,-1,1,Turnaround
C089,2015,1,-1,1,Reinvestor
C089,2016,1,-1,1,Reinvestor
C089,2017,1,-1,1,Reinvestor
C089,2018,1,-1,1,Reinvestor
C089,2019,1,-1,1,Reinvestor
C089,2020,1,-1,1,Reinvestor
C089,2021,1,-1,1,Reinvestor
C089,2022,1,-1,1,Reinvestor
C089,2023,1,-1,1,Reinvestor
C089,2024,1,-1,1,Reinvestor
C090,2015,1,-1,1,Cash Compounder
C090,2016,1,-1,1,Cash Compounder
C090,2017,1,-1,1,Cash Compounder
C090,2018,1,-1,1,Cash Compounder
C090,2019,1,-1,1,Cash Compounder
C090,2020,1,-1,1,Cash Compounder
C090,2021,1,-1,1,Cash Compounder
C090,2022,1,-1,1,Cash Compounder
C090,2023,1,-1,1,Cash Compounder
C090,2024,1,-1,1,Cash Compounder
C091,2015,1,-1,-1,Dividend Distributor
C091,2016,1,-1,-1,Dividend Distributor
C091,2017,1,-1,-1,Dividend Distributor
C091,2018,1,-1,-1,Dividend Distributor
C091,2019,1,-1,-1,Dividend Distributor
C091,2020,1,-1,-1,Dividend Distributor
C091,2021,1,-1,-1,Dividend Distributor
C091,2022,1,-1,-1,Dividend Distributor
C091,2023,1,-1,-1,Dividend Distributor
C091,2024,1,-1,-1,Dividend Distributor
C092,2015,1,-1,-1,Debt Reducer
C092,2016,1,-1,-1,Debt Reducer
C092,2017,1,-1,-1,Debt Reducer
C092,2018,1,-1,-1,Debt Reducer
C092,2019,1,-1,-1,Debt Reducer
C092,2020,1,-1,-1,Debt Reducer
C092,2021,1,-1,-1,Debt Reducer
C092,2022,1,-1,-1,Debt Reducer
C092,2023,1,-1,-1,Debt Reducer
C092,2024,1,-1,-1,Debt Reducer
